0	0	a	We came in here for a good late night meal. But they were so slow getting us seated and serving food. We waited a total of 1.5 hours to get seated and another 1.5 to get our food. Waiters are so worried about their cellphones and each other. They just gather around and talk. They do not care at all if the food is being served or not. Despite many waiters sitting around, foods are not being served. Horrible place to dine at...
1	1	a	Best Sushi in Scottsdale the fish was fresh. Service was great.  Best sashimi in Arizona.
2	1	a	"Sushi J is a great local sushi spot in old town Scottsdale. Definitely not your 'see & be seen' overrated & overpriced Ra or terrible service of Stingray. Locally owned, Chef J is knowledgeable & takes great care in creating an experience you want to come back for. The salmon skin roll is one of the best I've ever had & the yellowtail sushi was fresh & well portioned. The Lord of Tuna roll with thin slices of lemon, plus \""fresh\"" wasabi was incredible!\n\nThe portions are generous & the pricing fair. They have great \""Happy Day\"" specials...all day specials vs just a happy 'hour.'\n\nMaggie was awesome & so personable on the phone we had to come in for he 4th of July to celebrate with them! Tina was wonderful as well & as a team their service was delightful.\n\nIf you're looking for your neighborhood sushi spot in old town Scottsdale that's perfect connecting & enjoying sushi with people who want you coming back, this is the place to be!"
3	1	a	"New place, nice people and good service.\n\nI had the salmon and tuna sashimi and got good large pieces.  Great value and really fresh fish.\n\nThey have some interesting \""low carb\"" rolls and I tried the Marilyn Monroll based on the server recommendation but I think I will try the Friday night fever roll next time.  \n\nLastly I had the Geisha roll with siracha on the side which was a perfect addition!\n\nI will certainly return when I'm back in town!"
4	1	a	We've been back several times.  Service has been great and sushi has been very adequate.  I'm a sucker for yellowtail sashimi and it has been delectable.  We also enjoyed the specialty rolls which I typically avoid but must admit the Marilyn MonRoll and cucumber rolls we awesome.  \n\nAlso they have been giving 30% discount for grand opening and that has made it the best deal I'm town. \n\nI'd say it's better that the sushi ra and stingray BS while not at Roku Akor, Shinbay calibre but it's not nearly as expensive
5	1	a	I like sushi at least a couple times a month and have lived near old town almost 10 years.  RA, Geisha, Kyoto, Stingray (when it was open), are all places I've been countless times.  \n\nI think this will be my new spot if I am going out primarily for the food.  The service is really good and the food quality is great and it's one of the more authentic Japanese restaurants in the area (actual Japanese people work here which is rare in Scottsdale).  We loved the Udon soup - the broth was excellent.  I hope some day to see Ramen on the menu.  Also, the sashimi salad was really good and tons of Sashinmi and all fresh.   \n\nPros:\nmostly Japanese staff that are attentive and good service\nGreat parking - next to Sprouts parking plaza; always can park right out front\nCool atmosphere - I like that it's not too small and not too big\nNice menu and what I've eaten so far - delicious and fresh
6	1	a	Good sushi at a good price. The stuffed jalape\u00f1o appetizer and the crunchy bay roll were awesome! We called and made a reservation which was probably good since the restaurant is a little smaller.
7	1	a	You know the sushi is great when you can't wait to get home to write a 5 star review! My friend and I sat at the sushi bar. We were pleasantly surprised to learn that J, the owner, makes the sushi. Every roll we watched him make looked like a piece of art! J has talent!\n\nI ordered a bowl of edamame (steamed or nuked perfectly), the happy hour Las Vegas roll and the Alaska roll. That was by far the best Vegas roll I've ever had. The salmon and crab meat were soooo fresh! The Alaska roll was good, but I probably won't order it again with so many other choices.\n\nMy friend had the Candy Cane and Superman rolls. She liked the Candy Cane roll so much that she ordered a second one. The service was excellent- almost a little TOO good because the wait staff kept standing behind us in anticipation of our last bite to remove our plates (were they short on dishes?). I hadn't even started chewing my last piece when he reached to take my plate. I almost choked on my food as I tried to ask him to leave my plate so I could save the sauce for my second roll. \n\nI loved our experience at Sushi J so much that I returned the following night to try the Candy Cane roll. My new fav roll AND my new fav sushi restaurant.\n\nI highly recommend you try Sushi J!
8	1	a	Hands down the best sushi in Scottsdale!  No need to ever go to Stingray again!  Especially since it is walking distance from my home!
9	1	a	Made a new chef friend and he insisted I try uni his way... topped with salmon roe rather than massago. \nChef J's way wins!  I've been missing out... The salmon roe is saltier and a waaaaay better compliment to uni!  \n\nAlso, have you ever been able to taste the sushi vinegar used in making the sushi rice? Me neither! I don't use soy, nor wasabi, and only taste pickled ginger between bites to cleanse the palate; yet I've never detected that flavor until tonight. And tonight, fish+rice=simply amazing!\n\nVery reasonably priced to boot!
